,Code,Name,Country,Exchange,Currency,Type,Isin
2182,0UW4.L,Fission Uranium Corp.,UK,LSE,CAD,Common Stock,
2183,0UWL.L,Freehold Royalties Ltd.,UK,LSE,CAD,Common Stock,
2184,0UX6.L,Garibaldi Resources Corp.,UK,LSE,CAD,Common Stock,
2185,0UY6.L,Golden Arrow Resources Corp.,UK,LSE,CAD,Common Stock,
2186,0UYN.L,GoldMining Inc.,UK,LSE,CAD,Common Stock,
2187,0UYS.L,GoviEx Uranium Inc.,UK,LSE,CAD,Common Stock,
2188,0V0V.L,Identillect Technologies Corp.,UK,LSE,GBP,Common Stock,
2189,0V1L.L,International Petroleum Corp.,UK,LSE,GBP,Common Stock,
2190,0V38.L,Kirkland Lake Gold Ltd.,UK,LSE,CAD,Common Stock,
2191,0V3P.L,Laramide Resources Ltd.,UK,LSE,CAD,Common Stock,
2192,0V46.L,Liberty Gold Corp.,UK,LSE,CAD,Common Stock,
2193,0V56.L,MAG Silver Corp.,UK,LSE,CAD,Common Stock,
2194,0V5H.L,Manulife Financial Corp.,UK,LSE,CAD,Common Stock,
2195,0V6V.L,Millennial Lithium Corp.,UK,LSE,CAD,Common Stock,
2196,0V7X.L,Mountain Province Diamonds Inc.,UK,LSE,CAD,Common Stock,
2197,0V90.L,New Gold Inc.,UK,LSE,CAD,Common Stock,
2198,0V9B.L,Newrange Gold Corp.,UK,LSE,CAD,Common Stock,
2199,0V9D.L,NexGen Energy Ltd.,UK,LSE,CAD,Common Stock,
2200,0VA3.L,Northern Dynasty Minerals Ltd.,UK,LSE,CAD,Common Stock,
2201,0VAG.L,Novanta Inc.,UK,LSE,USD,Common Stock,
2202,0VAQ.L,OceanaGold Corp.,UK,LSE,CAD,Common Stock,
2203,0VBE.L,Osisko Gold Royalties Ltd.,UK,LSE,USD,Common Stock,
2204,0VCO.L,Peyto Exploration & Development Corp.,UK,LSE,CAD,Common Stock,
2205,0VDK.L,Pretium Resources Inc.,UK,LSE,CAD,Common Stock,
2206,0VGE.L,SSR Mining Inc.,UK,LSE,CAD,Common Stock,CA7847301032
2207,0VGM.L,Sandstorm Gold Ltd.,UK,LSE,CAD,Common Stock,
2208,0VHA.L,Shopify Inc. Cl A,UK,LSE,USD,Common Stock,
2209,0VHI.L,SilverCrest Metals Inc.,UK,LSE,CAD,Common Stock,
2210,0VIK.L,Standard Lithium Ltd.,UK,LSE,CAD,Common Stock,
2211,0VJA.L,Sun Life Financial Inc.,UK,LSE,CAD,Common Stock,
2212,0VL5.L,Torex Gold Resources Ltd.,UK,LSE,CAD,Common Stock,
2213,0VL8.L,Toronto-Dominion Bank,UK,LSE,CAD,Common Stock,
2214,0VLM.L,Trevali Mining Corp.,UK,LSE,CAD,Common Stock,
2215,0VLS.L,Trillium Therapeutics Inc.,UK,LSE,CAD,Common Stock,
2216,0VNO.L,Vista Gold Corp.,UK,LSE,USD,Common Stock,
2217,0VOA.L,Wesdome Gold Mines Ltd.,UK,LSE,CAD,Common Stock,
2218,0VSO.L,BYD Co. Ltd.,UK,LSE,GBP,Common Stock,
2219,0W0T.L,Helma Eigenheimbau AG,UK,LSE,EUR,Common Stock,
2220,0W10.L,MagForce AG,UK,LSE,EUR,Common Stock,
2221,0W19.L,Datagroup SE,UK,LSE,EUR,Common Stock,
2222,0W1D.L,Aurelius Equity Opportunities SE & Co. KGaA,UK,LSE,GBP,Common Stock,
2223,0W1I.L,Vectron Systems AG,UK,LSE,EUR,Common Stock,
2224,0W1V.L,STEICO SE,UK,LSE,EUR,Common Stock,
2225,0W2Y.L,Booking Holdings Inc.,UK,LSE,GBP,Common Stock,US09857L1089
2226,0W4N.L,Formycon AG,UK,LSE,EUR,Common Stock,
2227,0W6K.L,CONSUS Real Estate AG,UK,LSE,EUR,Common Stock,
2228,0W89.L,flatexDEGIRO AG,UK,LSE,GBP,Common Stock,
2229,0W8U.L,Neovacs S.A.,UK,LSE,EUR,Common Stock,
2230,0WA2.L,Cellectis S.A.,UK,LSE,GBP,Common Stock,
2231,0XGN.L,IAMGOLD Corp.,UK,LSE,CAD,Common Stock,
2232,0XHL.L,Aon PLC,UK,LSE,USD,Common Stock,
2233,0XHR.L,Liberty Global PLC Cl A,UK,LSE,USD,Common Stock,
2234,0XHS.L,Liberty Global PLC Cl C,UK,LSE,USD,Common Stock,
2235,0XI7.L,Nielsen Holdings PLC,UK,LSE,USD,Common Stock,
2236,0XNH.L,DocuSign Inc.,UK,LSE,USD,Common Stock,
2237,0XPX.L,Fabege AB,UK,LSE,GBP,Common Stock,
2238,0XS9.L,Holmen AB Series B,UK,LSE,GBP,Common Stock,SE0011090018
2239,0XVE.L,BE Semiconductor Industries N.V.,UK,LSE,GBP,Common Stock,NL0012866412
2240,0XXT.L,Atlas Copco AB Series A,UK,LSE,GBP,Common Stock,
2241,0XXV.L,Atlas Copco AB Series B,UK,LSE,GBP,Common Stock,SE0011166628
2242,0Y0Y.L,Accenture PLC Cl A,UK,LSE,USD,Common Stock,
2243,0Y2S.L,Trane Technologies PLC,UK,LSE,GBP,Common Stock,
2244,0Y3K.L,Eaton Corp. PLC,UK,LSE,USD,Common Stock,
2245,0Y3M.L,Prothena Corp. PLC,UK,LSE,USD,Common Stock,
2246,0Y4Q.L,Willis Towers Watson PLC,UK,LSE,USD,Common Stock,
2247,0Y5C.L,Allegion PLC,UK,LSE,USD,Common Stock,
2248,0Y5E.L,Perrigo Co. PLC,UK,LSE,USD,Common Stock,
2249,0Y5F.L,Endo International PLC,UK,LSE,USD,Common Stock,
2250,0Y5X.L,Pentair PLC,UK,LSE,USD,Common Stock,
2251,0Y6X.L,Medtronic PLC,UK,LSE,USD,Common Stock,
2252,0Y7S.L,Johnson Controls International PLC,UK,LSE,USD,Common Stock,
2253,0Y9S.L,Check Point Software Technologies Ltd.,UK,LSE,USD,Common Stock,
2254,0YAL.L,Boliden AB,UK,LSE,SEK,Common Stock,SE0015811559
2255,0YAY.L,Vitrolife AB,UK,LSE,GBP,Common Stock,SE0011205202
2256,0YCP.L,Aptiv PLC,UK,LSE,USD,Common Stock,
2257,0YG7.L,Beijer Alma AB Series B,UK,LSE,SEK,Common Stock,
2258,0YO9.L,Unibail-Rodamco-Westfield SE,UK,LSE,GBP,Common Stock,FR0013326246
2259,0YP5.L,Adyen N.V,UK,LSE,EUR,Common Stock,NL0012969182
2260,0YSU.L,Epiroc AB Series A,UK,LSE,SEK,Common Stock,
2261,0YSV.L,Epiroc AB Series B,UK,LSE,SEK,Common Stock,
2262,0YXG.L,Broadcom Inc.,UK,LSE,USD,Common Stock,
2263,0YY7.L,DigitalBridge Group Inc.,UK,LSE,USD,Common Stock,
2264,0YZ2.L,Geely Automobile Holdings Ltd.,UK,LSE,GBP,Common Stock,
2265,0Z1Q.L,Manchester United Ltd. Cl A,UK,LSE,USD,Common Stock,
2266,0Z4C.L,Sika AG,UK,LSE,GBP,Common Stock,CH0418792922
2267,0Z4I.L,Sunny Optical Technology Group Co. Ltd.,UK,LSE,HKD,Common Stock,
2268,0Z4S.L,Tencent Holdings Limited,UK,LSE,GBP,Common Stock,
2269,0Z62.L,Keurig Dr Pepper Inc.,UK,LSE,USD,Common Stock,US49271V1008
2270,0ZNF.L,Turtle Beach Corp.,UK,LSE,USD,Common Stock,
2271,0ZPV.L,Jenoptik AG,UK,LSE,GBP,Common Stock,DE000A2NB601
2272,0ZU5.L,NorZinc Ltd.,UK,LSE,CAD,Common Stock,
2273,3BRS.L,WisdomTree Brent Crude Oil 3x Daily Short,UK,LSE,USD,Common Stock,IE00BYTYHR65
2274,3BSR.L,Boost Issuer Public Limited Company - Boost Brent Oil 3x Short Daily ETP,UK,LSE,GBX,Common Stock,IE00BYTYHR65
2275,3EML.L,WisdomTree Emerging Markets 3x Daily Leveraged,UK,LSE,USD,Common Stock,IE00BYTYHN28
2276,3GIS.L,WisdomTree Gilts 10Y 3x Daily Short,UK,LSE,GBX,Common Stock,IE00BKS8QQ35
2277,3IN.L,3i Infrastructure plc,UK,LSE,GBX,Common Stock,JE00BF5FX167
2278,4BB.L,4basebio UK Societas,UK,LSE,GBX,Common Stock,GB00BMCLYF79
2279,7DIG.L,7digital Group plc,UK,LSE,GBX,Common Stock,GB00BMH46555
2280,888.L,888 Holdings plc,UK,LSE,GBX,Common Stock,GI000A0F6407
2281,88E.L,88 Energy Limited,UK,LSE,GBX,Common Stock,AU00000088E2
2282,AA4.L,Amedeo Air Four Plus Limited,UK,LSE,GBX,Common Stock,
2283,AAAP.L,Anglo African Agriculture Plc,UK,LSE,GBX,Common Stock,GB00BKBS0353
2284,AADV.L,Albion Development VCT PLC,UK,LSE,GBX,Common Stock,GB0004832472
2285,AAEV.L,Albion Enterprise VCT PLC,UK,LSE,GBX,Common Stock,GB00B1G3LR35
2286,AAF.L,Airtel Africa Plc,UK,LSE,GBX,Common Stock,GB00BKDRYJ47
2287,AAIF.L,Aberdeen Asian Income Fund Limited,UK,LSE,GBX,Common Stock,GB00B0P6J834
2288,AAL.L,Anglo American plc,UK,LSE,GBX,Common Stock,GB00B1XZS820
2289,AAS.L,Aberdeen Standard Asia Focus PLC,UK,LSE,GBX,Common Stock,GB0000100767
2290,AATG.L,Albion Technology & General VCT PLC,UK,LSE,GBX,Common Stock,GB0005581672
2291,AAU.L,Ariana Resources plc,UK,LSE,GBX,Common Stock,GB00B085SD50
2292,AAVC.L,Albion Venture Capital Trust PLC,UK,LSE,GBX,Common Stock,GB0002039625
2293,AAZ.L,Anglo Asian Mining PLC,UK,LSE,GBX,Common Stock,GB00B0C18177
2294,ABBY.L,Abbey plc,UK,LSE,GBX,Common Stock,IE0000020408
2295,ABC.L,Abcam plc,UK,LSE,GBX,Common Stock,GB00B6774699
2296,ABD.L,Aberdeen New Dawn Investment Trust PLC,UK,LSE,GBX,Common Stock,GB00BBM56V29
2297,ABDN.L,Abrdn PLC,UK,LSE,GBX,Common Stock,GB00BF8Q6K64
2298,ABDP.L,AB Dynamics plc,UK,LSE,GBX,Common Stock,GB00B9GQVG73
2299,ABDX.L,Abingdon Health Plc,UK,LSE,GBX,Common Stock,GB00BLF79J41
2300,ABF.L,Associated British Foods plc,UK,LSE,GBX,Common Stock,GB0006731235
2301,AC8.L,Acceler8 Ventures PLC,UK,LSE,GBX,Common Stock,JE00BNG2DL20
2302,ACC.L,Access Intelligence Plc,UK,LSE,GBX,Common Stock,GB00BQQFX454
2303,ACP.L,Armadale Capital Plc,UK,LSE,GBX,Common Stock,GB00BYMSY631
2304,ACRL.L,Accrol Group Holdings plc,UK,LSE,GBX,Common Stock,GB00BZ6VT592
2305,ACSO.L,accesso Technology Group plc,UK,LSE,GBX,Common Stock,GB0001771426
2306,ACT.L,Actual Experience plc,UK,LSE,GBX,Common Stock,GB00BJ05QC14
2307,ADA.L,Adams Plc,UK,LSE,GBX,Common Stock,IM00B986V543
2308,ADM.L,Admiral Group plc,UK,LSE,GBX,Common Stock,GB00B02J6398
2309,ADME.L,ADM Energy plc,UK,LSE,GBX,Common Stock,GB00BJFDXW97
2310,ADT.L,AdEPT Technology Group plc,UK,LSE,GBX,Common Stock,GB00B0WY3Y47
2311,ADT1.L,Adriatic Metals PLC,UK,LSE,GBX,Common Stock,GB00BL0L5G04
2312,ADV.L,Advance Energy Plc,UK,LSE,GBX,Common Stock,
2313,ADVT.L,AdvancedAdvT Ltd.,UK,LSE,GBX,Common Stock,VGG0103J1075
2314,AEET.L,Aquila Energy Efficiency Trust PLC,UK,LSE,GBX,Common Stock,GB00BN6JYS78
2315,AEG.L,Active Energy Group PLC,UK,LSE,GBX,Common Stock,GB00B1YMN108
2316,AEMC.L,Aberdeen Emerging Markets Investment Company Limited,UK,LSE,GBX,Common Stock,GG00B45L2K95
2317,AEO.L,Aeorema Communications plc,UK,LSE,GBX,Common Stock,GB00B4QHH456
2318,AEP.L,Anglo-Eastern Plantations Plc,UK,LSE,GBX,Common Stock,GB0000365774
2319,AERI.L,Aquila European Renewables Income PLC,UK,LSE,EUR,Common Stock,
2320,AERS.L,Aquila European Renewables Income PLC,UK,LSE,GBX,Common Stock,GB00BK6RLF66
2321,AET.L,Afentra PLC,UK,LSE,GBX,Common Stock,GB00B4X3Q493
2322,AEWU.L,AEW UK REIT plc,UK,LSE,GBX,Common Stock,GB00BWD24154
2323,AEX.L,Aminex PLC,UK,LSE,GBX,Common Stock,IE0003073255
2324,AEXG.L,AEX Gold Inc,UK,LSE,GBX,Common Stock,CA00108V1022
2325,AFC.L,AFC Energy plc,UK,LSE,GBX,Common Stock,GB0030895238
2326,AFM.L,Alpha Financial Markets Consulting plc,UK,LSE,GBX,Common Stock,GB00BF16C058
2327,AFN.L,ADVFN Plc,UK,LSE,GBX,Common Stock,GB00BPT24C10
2328,AFP.L,African Pioneer PLC,UK,LSE,GBX,Common Stock,
2329,AFRN.L,Aferian PLC,UK,LSE,GBX,Common Stock,
2330,AFS.L,Amiad Water Systems Ltd,UK,LSE,GBX,Common Stock,IL0010943905
2331,AFX.L,Alpha FX Group plc,UK,LSE,GBX,Common Stock,GB00BF1TM596
2332,AGFX.L,Argentex Group Plc,UK,LSE,GBX,Common Stock,GB00BJLPH056
2333,AGL.L,ANGLE plc,UK,LSE,GBX,Common Stock,GB0034330679
2334,AGM.L,Applied Graphene Materials plc,UK,LSE,GBX,Common Stock,GB00BFSSB742
2335,AGR.L,Assura Plc,UK,LSE,GBX,Common Stock,GB00BVGBWW93
2336,AGRO.L,Ros Agro PLC,UK,LSE,GBP,Common Stock,
2337,AGT.L,AVI Global Trust plc,UK,LSE,GBX,Common Stock,GB0001335081
2338,AGTA.L,Agriterra Limited,UK,LSE,GBX,Common Stock,GG00BDG13C09
2339,AGY.L,Allergy Therapeutics plc,UK,LSE,GBX,Common Stock,GB00B02LCQ05
2340,AHT.L,Ashtead Group plc,UK,LSE,GBX,Common Stock,GB0000536739
2341,AIBG.L,AIB Group plc,UK,LSE,GBX,Common Stock,IE00BF0L3536
2342,AIE.L,Ashoka India Equity Investment Trust Plc,UK,LSE,GBX,Common Stock,GB00BF50VS41
2343,AIEA.L,AIREA plc,UK,LSE,GBX,Common Stock,GB0008123027
2344,AIF.L,Acorn Income Fund Limited,UK,LSE,GBX,Common Stock,GB0004829437
2345,AIFZ.L,Acorn Income Fund Limited,UK,LSE,GBX,Common Stock,
2346,AIQ.L,AIQ Limited,UK,LSE,GBX,Common Stock,KYG0180A1022
2347,AIR.L,Air Partner plc,UK,LSE,GBX,Common Stock,GB00BD736828
2348,AIRE.L,Alternative Income REIT PLC,UK,LSE,GBX,Common Stock,
2349,AJB.L,AJ Bell plc,UK,LSE,GBX,Common Stock,GB00BFZNLB60
2350,AJG.L,Atlantis Japan Growth Fund Limited,UK,LSE,GBX,Common Stock,GG00B61ND550
2351,AJIT.L,Aberdeen Japan Investment Trust PLC,UK,LSE,GBX,Common Stock,GB0003920757
2352,AKRN.L,Public Joint Stock Company Acron,UK,LSE,GBP,Common Stock,
2353,ALAI.L,Aberdeen Latin American Income Fund Limited,UK,LSE,GBX,Common Stock,JE00B44ZTP62
2354,ALBA.L,Alba Mineral Resources plc,UK,LSE,GBX,Common Stock,GB00B06KBB18
2355,ALF.L,Alternative Liquidity Fund Limited,UK,LSE,USD,Common Stock,
2356,ALFA.L,Alfa Financial Software Holdings PLC,UK,LSE,GBX,Common Stock,GB00BDHXPG30
2357,ALGW.L,Alpha Growth plc,UK,LSE,GBX,Common Stock,GB00BYWKBC49
2358,ALM.L,Allied Minds plc,UK,LSE,GBX,Common Stock,GB00BLRLH124
2359,ALNA.L,Alina Holdings PLC,UK,LSE,GBX,Common Stock,GB00B1VS7G47
2360,ALS.L,Altus Strategies plc,UK,LSE,GBX,Common Stock,GB00BJ9TYB96
2361,ALT.L,Altitude Group plc,UK,LSE,GBX,Common Stock,GB00B0LSFV82
2362,ALTN.L,AltynGold plc,UK,LSE,GBX,Common Stock,GB00B015PT76
2363,ALU.L,The Alumasc Group plc,UK,LSE,GBX,Common Stock,GB0000280353
2364,AMAT.L,Amati AIM VCT plc,UK,LSE,GBX,Common Stock,GB00B641BB82
2365,AMC.L,Amur Minerals Corporation,UK,LSE,GBX,Common Stock,VGG042401007
2366,AMGO.L,Amigo Holdings PLC,UK,LSE,GBX,Common Stock,GB00BFFK8T45
2367,AML.L,Aston Martin Lagonda Global Holdings plc,UK,LSE,GBX,Common Stock,GB00BN7CG237
2368,AMO.L,Amino Technologies plc,UK,LSE,GBX,Common Stock,GB00B013SN63
2369,AMOI.L,Anemoi International Limited,UK,LSE,GBX,Common Stock,VGG0419A1057
2370,AMS.L,Advanced Medical Solutions Group plc,UK,LSE,GBX,Common Stock,GB0004536594
2371,AMTE.L,AMTE Power plc,UK,LSE,GBX,Common Stock,GB00BNQRZZ55
2372,AMYT.L,Amryt Pharma plc,UK,LSE,GBX,Common Stock,GB00BKLTQ412
2373,ANCR.L,Animalcare Group plc,UK,LSE,GBX,Common Stock,GB0032350695
2374,ANG.L,Angling Direct PLC,UK,LSE,GBX,Common Stock,GB00BF1XGQ00
2375,ANGS.L,Angus Energy plc,UK,LSE,GBX,Common Stock,GB00BYWKC989
2376,ANIC.L,Agronomics Limited,UK,LSE,GBX,Common Stock,IM00B6QH1J21
2377,ANP.L,Anpario plc,UK,LSE,GBX,Common Stock,GB00B3NWT178
2378,ANTO.L,Antofagasta plc,UK,LSE,GBX,Common Stock,GB0000456144
2379,ANW.L,Aberdeen New Thai Investment Trust PLC,UK,LSE,GBX,Common Stock,GB0000059971
2380,ANX.L,Anexo Group Plc,UK,LSE,GBX,Common Stock,GB00BF2G3L29
2381,AO.L,AO World plc,UK,LSE,GBX,Common Stock,GB00BJTNFH41
2382,AOF.L,Africa Opportunity Fund Limited,UK,LSE,USD,Common Stock,KYG012921469
2383,AOM.L,ActiveOps Plc,UK,LSE,GBX,Common Stock,GB00BLH37Y17
2384,APAX.L,Apax Global Alpha Limited,UK,LSE,GBX,Common Stock,GG00BWWYMV85
2385,APF.L,Anglo Pacific Group plc,UK,LSE,GBX,Common Stock,GB0006449366
2386,APH.L,Alliance Pharma plc,UK,LSE,GBX,Common Stock,GB0031030819
2387,APP.L,Appreciate Group plc,UK,LSE,GBX,Common Stock,GB0006710643
2388,APQ.L,APQ Global Limited,UK,LSE,GBX,Common Stock,GG00BZ6VP173
2389,APTD.L,Aptitude Software Group plc,UK,LSE,GBX,Common Stock,GB00BJV2F804
2390,AQSG.L,Aquila Services Group plc,UK,LSE,GBX,Common Stock,GB00BPYP3Q26
2391,AQX.L,Aquis Exchange PLC,UK,LSE,GBX,Common Stock,GB00BD5JNK30
2392,ARB.L,Argo Blockchain plc,UK,LSE,GBX,Common Stock,GB00BZ15CS02
2393,ARBB.L,Arbuthnot Banking Group PLC,UK,LSE,GBX,Common Stock,GB0007922338
2394,ARC.L,Arcontech Group plc,UK,LSE,GBX,Common Stock,GB00BDBBJZ03
2395,ARCM.L,Arc Minerals Limited,UK,LSE,GBX,Common Stock,VGG045791016
2396,ARDN.L,Arden Partners plc,UK,LSE,GBX,Common Stock,GB00B15CTY44
2397,ARE.L,Arena Events Group plc,UK,LSE,GBX,Common Stock,GB00BF0HYJ24
2398,AREC.L,Arecor Therapeutics PLC,UK,LSE,GBX,Common Stock,GB00BMWLM973
2399,ARG.L,Argos Resources Ltd,UK,LSE,GBX,Common Stock,FK0114538241
2400,ARGO.L,Argo Group Limited,UK,LSE,GBX,Common Stock,IM00B2RDSS92
2401,ARIX.L,Arix Bioscience plc,UK,LSE,GBX,Common Stock,GB00BD045071
2402,ARK.L,Arkle Resources PLC,UK,LSE,GBX,Common Stock,
2403,ARO.L,Arricano Real Estate PLC,UK,LSE,USD,Common Stock,CY0102941610
2404,ARR.L,Aurora Investment Trust plc,UK,LSE,GBX,Common Stock,GB0000633262
2405,ARS.L,Asiamet Resources Limited,UK,LSE,GBX,Common Stock,
2406,ART.L,The Artisanal Spirits Co PLC,UK,LSE,GBX,Common Stock,GB00BNXM3P96
2407,ARTL.L,Alpha Real Trust Limited,UK,LSE,GBX,Common Stock,GB00B13VDP26
2408,ARW.L,Arrow Global Group PLC,UK,LSE,GBX,Common Stock,GB00BDGTXM47
2409,ASAI.L,ASA International Group PLC,UK,LSE,GBX,Common Stock,GB00BDFXHW57
2410,ASC.L,ASOS Plc,UK,LSE,GBX,Common Stock,GB0030927254
2411,ASCI.L,Aberdeen Smaller Companies Income Trust PLC,UK,LSE,GBX,Common Stock,GB0008063728
2412,ASCL.L,Ascential plc,UK,LSE,GBX,Common Stock,GB00BYM8GJ06
2413,ASHM.L,Ashmore Group PLC,UK,LSE,GBX,Common Stock,GB00B132NW22
2414,ASIT.L,Aberforth Split Level Trust plc,UK,LSE,GBX,Common Stock,
2415,ASIZ.L,Aberforth Split Level Trust plc,UK,LSE,GBX,Common Stock,GB00BYPBD519
2416,ASL.L,Aberforth Smaller Companies Trust Plc,UK,LSE,GBX,Common Stock,GB0000066554
2417,ASLI.L,Aberdeen Standard European Logistics Income PLC,UK,LSE,GBX,Common Stock,GB00BD9PXH49
2418,ASLR.L,Asimilar Group Plc,UK,LSE,GBX,Common Stock,GB00BFX2VL54
2419,ASO.L,Avesoro Resources Inc,UK,LSE,GBX,Common Stock,
2420,ASPL.L,Aseana Properties Limited,UK,LSE,USD,Common Stock,JE00B1RZDJ41
2421,AST.L,Ascent Resources plc,UK,LSE,GBX,Common Stock,GB00BZ16J374
2422,ASTO.L,AssetCo plc,UK,LSE,GBX,Common Stock,GB00B42VYZ16
2423,ASY.L,Andrews Sykes Group plc,UK,LSE,GBX,Common Stock,GB0002684552
2424,ATAD.L,PJSC Tatneft,UK,LSE,GBP,Common Stock,
2425,ATG.L,Auction Technology Group plc,UK,LSE,GBX,Common Stock,GB00BMVQDZ64
2426,ATM.L,AfriTin Mining Limited,UK,LSE,GBX,Common Stock,GG00BD95V148
2427,ATQT.L,ATTRAQT Group plc,UK,LSE,GBX,Common Stock,GB00BMJJFZ18
2428,ATR.L,Schroders Investment Trusts - Schroder Asian Total Return Investment Company plc,UK,LSE,GBX,Common Stock,GB0008710799
2429,ATS.L,Artemis Alpha Trust plc,UK,LSE,GBX,Common Stock,GB0004355946
2430,ATST.L,Alliance Trust PLC,UK,LSE,GBX,Common Stock,GB00B11V7W98
2431,ATT.L,Allianz Technology Trust PLC,UK,LSE,GBX,Common Stock,GB0003390720
2432,ATY.L,Athelney Trust plc,UK,LSE,GBX,Common Stock,GB0000609296
2433,ATYM.L,Atalaya Mining Plc,UK,LSE,GBX,Common Stock,CY0106002112
2434,AUG.L,Augean plc,UK,LSE,GBX,Common Stock,GB00B02H2F76
2435,AUGM.L,Augmentum Fintech PLC,UK,LSE,GBX,Common Stock,GB00BG12XV81
2436,AUK.L,Aukett Swanke Group Plc,UK,LSE,GBX,Common Stock,GB0000617950
2437,AURA.L,Aura Energy Limited,UK,LSE,GBX,Common Stock,AU000000AEE7
2438,AUTG.L,Autins Group plc,UK,LSE,GBX,Common Stock,GB00BD37ZH08
2439,AUTO.L,Auto Trader Group plc,UK,LSE,GBX,Common Stock,GB00BVYVFW23
2440,AUY.L,Yamana Gold Inc,UK,LSE,GBX,Common Stock,CA98462Y1007
2441,AV.L,Aviva plc,UK,LSE,GBX,Common Stock,GB0002162385
2442,AV-A.L,Aviva plc 8.75% CUM IRRD PRF GBP1,UK,LSE,GBX,Common Stock,
2443,AV-B.L,Aviva plc 8.375% CUM IRRD PRF GBP1,UK,LSE,GBX,Common Stock,
2444,AVAP.L,Avation PLC,UK,LSE,GBX,Common Stock,GB00B196F554
2445,AVCT.L,Avacta Group Plc,UK,LSE,GBX,Common Stock,GB00BYYW9G87
2446,AVG.L,Avingtrans plc,UK,LSE,GBX,Common Stock,GB0009188797
2447,AVGR.L,AVANGARDCO INVESTMENTS,UK,LSE,USD,Common Stock,
2448,AVO.L,Advanced Oncotherapy plc,UK,LSE,GBX,Common Stock,GB00BD6SX109
2449,AVON.L,Avon Protection plc,UK,LSE,GBX,Common Stock,GB0000667013
2450,AVST.L,Avast Plc,UK,LSE,GBX,Common Stock,GB00BDD85M81
2451,AVV.L,AVEVA Group plc,UK,LSE,GBX,Common Stock,GB00BBG9VN75
2452,AWE.L,Alphawave IP Group plc,UK,LSE,GBX,Common Stock,GB00BNDRMJ14
2453,AXB.L,Axis Bank Ltd GDR,UK,LSE,GBP,Common Stock,
2454,AXI.L,Axiom European Financial Debt Limited,UK,LSE,GBX,Common Stock,GG00BTC2K735
2455,AXM.L,Alexander Mining plc,UK,LSE,GBP,Common Stock,GB00BJP1KD31
2456,AXS.L,Accsys Technologies PLC,UK,LSE,GBX,Common Stock,GB00BQQFX454
2457,AYM.L,Anglesey Mining plc,UK,LSE,GBX,Common Stock,GB0000320472
2458,AZN.L,AstraZeneca PLC,UK,LSE,GBX,Common Stock,GB0009895292
2459,BA.L,BAE Systems plc,UK,LSE,GBX,Common Stock,GB0002634946
2460,BAB.L,Babcock International Group PLC,UK,LSE,GBX,Common Stock,GB0009697037
2461,BAF.L,British & American Investment Trust PLC,UK,LSE,GBX,Common Stock,GB0000653112
2462,BAG.L,A.G. BARR p.l.c,UK,LSE,GBX,Common Stock,GB00B6XZKY75
2463,BAKK.L,Bakkavor Group plc,UK,LSE,GBX,Common Stock,GB00BF8J3Z99
2464,BAR.L,Brand Architekts Group plc,UK,LSE,GBX,Common Stock,
2465,BARC.L,Barclays PLC,UK,LSE,GBX,Common Stock,GB0031348658
2466,BARK.L,Barkby Group PLC,UK,LSE,GBX,Common Stock,
2467,BATS.L,British American Tobacco p.l.c,UK,LSE,GBX,Common Stock,GB0002875804
2468,BBB.L,Bigblu Broadband plc,UK,LSE,GBX,Common Stock,GB00BD5JMP10
2469,BBGI.L,BBGI Global Infrastructure S.A,UK,LSE,GBX,Common Stock,LU0686550053
2470,BBOX.L,Tritax Big Box REIT plc,UK,LSE,GBX,Common Stock,GB00BG49KP99
2471,BBSN.L,Brave Bison Group plc,UK,LSE,GBX,Common Stock,GB00BF8HJ774
2472,BBY.L,Balfour Beatty plc,UK,LSE,GBX,Common Stock,GB0000961622
2473,BCG.L,Baltic Classifieds Group PLC,UK,LSE,GBX,Common Stock,GB00BN44P254
2474,BCN.L,Bacanora Lithium Plc,UK,LSE,GBX,Common Stock,GB00BD20C246
2475,BCPT.L,BMO Commercial Property Trust Limited,UK,LSE,GBX,Common Stock,GG00B4ZPCJ00
2476,BDEV.L,Barratt Developments plc,UK,LSE,GBX,Common Stock,GB0000811801
2477,BEG.L,Begbies Traynor Group plc,UK,LSE,GBX,Common Stock,GB00B0305S97
2478,BEM.L,Beowulf Mining plc,UK,LSE,GBX,Common Stock,GB0033163287
2479,BEMO.L,Barings Emerging EMEA Opportunities Plc,UK,LSE,GBX,Common Stock,GB0032273343
2480,BEZ.L,Beazley plc,UK,LSE,GBX,Common Stock,GB00BYQ0JC66
2481,BFA.L,BASF SE,UK,LSE,EUR,Common Stock,DE000BASF111
2482,BFSP.L,Blackfinch Spring VCT PLC,UK,LSE,GBX,Common Stock,
2483,BGCG.L,Baillie Gifford China Growth Trust PLC,UK,LSE,GBX,Common Stock,GB0003656021
2484,BGEO.L,Bank of Georgia Group PLC,UK,LSE,GBX,Common Stock,GB00BF4HYT85
2485,BGEU.L,Baillie Gifford European Growth Trust plc,UK,LSE,GBX,Common Stock,GB00BMC7T380
2486,BGFD.L,The Baillie Gifford Japan Trust PLC,UK,LSE,GBX,Common Stock,GB0000485838
2487,BGHL.L,Boussard & Gavaudan Holding Limited,UK,LSE,EUR,Common Stock,
2488,BGHS.L,Boussard & Gavaudan Holding Limited,UK,LSE,GBX,Common Stock,GG00B39VMM07
