,Code,Name,Country,Exchange,Currency,Type,Isin,F-Score,PEG ratio,Industry,Sector,Price to Book,Market Cap,50 Day Av,200 Day Av,Profit Margin,Gross Margin
1841,300355.SZ,Inner Mongolia M-Grass Ecology And Environment (Group) Co. Ltd,,SHE,CNY,Common Stock,CNE100001P01,,,,,,,,,,
1842,300356.SZ,EleFirst Science & Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100001M53,,,,,,,,,,
1843,300357.SZ,Zhejiang Wolwo Bio-Pharmaceutical Co. Ltd,,SHE,CNY,Common Stock,CNE100001R58,,,,,,,,,,
1844,300358.SZ,Truking Technology Limited,,SHE,CNY,Common Stock,CNE100001R41,,,,,,,,,,
1845,300359.SZ,Qtone Education Group (Guangdong) Co.Ltd,,SHE,CNY,Common Stock,CNE100001R25,,,,,,,,,,
1846,300360.SZ,Sunrise Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100001R17,,,,,,,,,,
1847,300363.SZ,Porton Pharma Solutions Ltd,,SHE,CNY,Common Stock,CNE100001S57,,,,,,,,,,
1848,300364.SZ,COL Digital Publishing Group Co. Ltd,,SHE,CNY,Common Stock,CNE100001XD9,,,,,,,,,,
1849,300365.SZ,Beijing Forever Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100001RD1,,,,,,,,,,
1850,300366.SZ,Troy Information Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100001RX9,,,,,,,,,,
1851,300367.SZ,NetPosa Technologies Ltd,,SHE,CNY,Common Stock,CNE100001S40,,,,,,,,,,
1852,300368.SZ,Hebei Huijin Electromechanical Co. Ltd,,SHE,CNY,Common Stock,CNE100001RC3,,,,,,,,,,
1853,300369.SZ,Nsfocus Information Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100001S32,,,,,,,,,,
1854,300370.SZ,Sichuan Etrol Technologies Co.Ltd,,SHE,CNY,Common Stock,CNE100000CX3,,,,,,,,,,
1855,300371.SZ,Huizhong Instrumentation Co. Ltd,,SHE,CNY,Common Stock,CNE100001RB5,,,,,,,,,,
1856,300373.SZ,Yangzhou Yangjie Electronic Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100001R90,,,,,,,,,,
1857,300374.SZ,China Railway Prefabricated Construction Co. Ltd,,SHE,CNY,Common Stock,CNE100001XF4,,,,,,,,,,
1858,300375.SZ,Tianjin Pengling Group Co. Ltd,,SHE,CNY,Common Stock,CNE100001RV3,,,,,,,,,,
1859,300376.SZ,East Group Co.Ltd,,SHE,CNY,Common Stock,CNE100001RT7,,,,,,,,,,
1860,300377.SZ,Shenzhen Ysstech Info-Tech Co.Ltd,,SHE,CNY,Common Stock,CNE100001RS9,,,,,,,,,,
1861,300378.SZ,Digiwin Software Co.Ltd,,SHE,CNY,Common Stock,CNE100001RR1,,,,,,,,,,
1862,300379.SZ,Beijing Tongtech Co. Ltd,,SHE,CNY,Common Stock,CNE100001RL4,,,,,,,,,,
1863,300380.SZ,Shanghai Amarsoft Information & Technology Co.Ltd,,SHE,CNY,Common Stock,CNE100001RK6,,,,,,,,,,
1864,300381.SZ,Guangdong VTR Bio-Tech Co. Ltd,,SHE,CNY,Common Stock,CNE100001RJ8,,,,,,,,,,
1865,300382.SZ,Suzhou SLAC Precision Equipment CO.Ltd,,SHE,CNY,Common Stock,CNE100001S24,,,,,,,,,,
1866,300383.SZ,Beijing Sinnet Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100001S16,,,,,,,,,,
1867,300384.SZ,Beijing Sanlian Hope Shin-Gosen Technical Service Co. Ltd,,SHE,CNY,Common Stock,CNE100001XG2,,,,,,,,,,
1868,300385.SZ,Wuxi Xuelang Environmental Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100001XH0,,,,,,,,,,
1869,300386.SZ,Feitian Technologies Co. Ltd,,SHE,CNY,Common Stock,CNE100001XJ6,,,,,,,,,,
1870,300387.SZ,Hubei Forbon Technology Co.Ltd,,SHE,CNY,Common Stock,CNE100001XK4,,,,,,,,,,
1871,300388.SZ,Cecep Guozhen Environmental Protection Technology Co.ltd,,SHE,CNY,Common Stock,CNE1000021R0,,,,,,,,,,
1872,300389.SZ,Shenzhen Absen Optoelectronic Co.Ltd,,SHE,CNY,Common Stock,CNE100001XL2,,,,,,,,,,
1873,300390.SZ,Suzhou TA&A Ultra Clean Technology Co.LTD,,SHE,CNY,Common Stock,CNE100001XM0,,,,,,,,,,
1874,300391.SZ,Kangyue Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100001XN8,,,,,,,,,,
1875,300392.SZ,Beijing Tensyn Digital Marketing Technology Joint Stock Company,,SHE,CNY,Common Stock,CNE100001XP3,,,,,,,,,,
1876,300393.SZ,Jolywood (Suzhou) Sunwatt Co. Ltd,,SHE,CNY,Common Stock,CNE1000021Q2,,,,,,,,,,
1877,300394.SZ,Suzhou TFC Optical Communication Co. Ltd,,SHE,CNY,Common Stock,CNE100001XQ1,,,,,,,,,,
1878,300395.SZ,Hubei Feilihua Quartz Glass Co.Ltd,,SHE,CNY,Common Stock,CNE100001XR9,,,,,,,,,,
1879,300396.SZ,Dirui Industrial Co.Ltd,,SHE,CNY,Common Stock,CNE100001XS7,,,,,,,,,,
1880,300397.SZ,Xi'an Tianhe Defense Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100001XT5,,,,,,,,,,
1881,300398.SZ,PhiChem Corporation,,SHE,CNY,Common Stock,CNE100001XV1,,,,,,,,,,
1882,300399.SZ,Beijing Tianli Mobile Service Integration Inc,,SHE,CNY,Common Stock,CNE100001XW9,,,,,,,,,,
1883,300400.SZ,Shenzhen JT Automation Equipment Co.Ltd,,SHE,CNY,Common Stock,CNE100002722,,,,,,,,,,
1884,300401.SZ,Zhejiang Garden Bio-chemical High-tech Co. Ltd,,SHE,CNY,Common Stock,CNE100001XX7,,,,,,,,,,
1885,300402.SZ,Nanjing Baose Co. Ltd,,SHE,CNY,Common Stock,CNE100001XY5,,,,,,,,,,
1886,300403.SZ,Hanyu Group Joint-Stock Co. Ltd,,SHE,CNY,Common Stock,CNE100001XZ2,,,,,,,,,,
1887,300404.SZ,Guangzhou Boji Medical & Biotechnological Co. Ltd,,SHE,CNY,Common Stock,CNE100001Y00,,,,,,,,,,
1888,300405.SZ,Liaoning Kelong Fine ChemicalInc,,SHE,CNY,Common Stock,CNE100001Y18,,,,,,,,,,
1889,300406.SZ,Beijing Strong Biotechnologies Inc,,SHE,CNY,Common Stock,CNE100001Y26,,,,,,,,,,
1890,300407.SZ,Tianjin Keyvia Electric Co.Ltd,,SHE,CNY,Common Stock,CNE100001Y34,,,,,,,,,,
1891,300408.SZ,Chaozhou Three-Circle (Group) Co.Ltd,,SHE,CNY,Common Stock,CNE100001Y42,,,,,,,,,,
1892,300409.SZ,Guangdong Dowstone Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100002714,,,,,,,,,,
1893,300410.SZ,Guangdong Zhengye Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100001Y59,,,,,,,,,,
1894,300411.SZ,Zhejiang Jindun Fans Co.Ltd,,SHE,CNY,Common Stock,CNE100001Y67,,,,,,,,,,
1895,300412.SZ,Zhejiang Canaan Technology Limited,,SHE,CNY,Common Stock,CNE100001Y75,,,,,,,,,,
1896,300413.SZ,Mango Excellent Media Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1897,300414.SZ,Sichuan Zhongguang Lightning Protection Technologies Co. Ltd,,SHE,CNY,Common Stock,CNE100001Y91,,,,,,,,,,
1898,300415.SZ,Guangdong Yizumi Precision Machinery Co.Ltd,,SHE,CNY,Common Stock,CNE100001YB1,,,,,,,,,,
1899,300416.SZ,Suzhou Sushi Testing Group Co.Ltd,,SHE,CNY,Common Stock,CNE100001YC9,,,,,,,,,,
1900,300417.SZ,Nanhua Instruments Co. Ltd,,SHE,CNY,Common Stock,CNE100001YD7,,,,,,,,,,
1901,300418.SZ,Kunlun Tech Co. Ltd,,SHE,CNY,Common Stock,CNE100001YF2,,,,,,,,,,
1902,300419.SZ,Beijing Interact Technology Co.Ltd,,SHE,CNY,Common Stock,CNE100001YG0,,,,,,,,,,
1903,300420.SZ,Jiangsu Wuyang Parking Industry Group Co.Ltd,,SHE,CNY,Common Stock,CNE100001YH8,,,,,,,,,,
1904,300421.SZ,Jiangsu LiXing General Steel Ball Co. Ltd,,SHE,CNY,Common Stock,CNE100001YJ4,,,,,,,,,,
1905,300422.SZ,Guangxi Bossco Environmental Protection Technology Co.Ltd,,SHE,CNY,Common Stock,CNE1000021P4,,,,,,,,,,
1906,300423.SZ,Sunfly Intelligent Technology Co. LTD,,SHE,CNY,Common Stock,CNE100001YK2,,,,,,,,,,
1907,300424.SZ,Guangzhou Hangxin Aviation Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100001YL0,,,,,,,,,,
1908,300425.SZ,Cscec Scimee Sci. and Tech. Co. Ltd,,SHE,CNY,Common Stock,CNE100001YM8,,,,,,,,,,
1909,300426.SZ,Zhejiang Talent Television and Film Co. Ltd,,SHE,CNY,Common Stock,CNE1000021N9,,,,,,,,,,
1910,300427.SZ,Red phase INC,,SHE,CNY,Common Stock,CNE100001YN6,,,,,,,,,,
1911,300428.SZ,Hebei Sitong New Metal Material Co. Ltd,,SHE,CNY,Common Stock,CNE100001YP1,,,,,,,,,,
1912,300429.SZ,Changzhou Tronly New Electronic Materials Co. Ltd,,SHE,CNY,Common Stock,CNE100001YR7,,,,,,,,,,
1913,300430.SZ,Beijing Chieftain Control Engineering Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100001YS5,,,,,,,,,,
1914,300432.SZ,Mianyang Fulin Precision Machining Co. Ltd,,SHE,CNY,Common Stock,CNE100001YV9,,,,,,,,,,
1915,300433.SZ,Lens Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100001YW7,,,,,,,,,,
1916,300434.SZ,Sichuan Goldstone Asia Pharmaceutical Inc,,SHE,CNY,Common Stock,CNE100001YX5,,,,,,,,,,
1917,300435.SZ,Hangzhou Zhongtai Cryogenic Technology Corporation,,SHE,CNY,Common Stock,CNE100001YY3,,,,,,,,,,
1918,300436.SZ,Fujian Cosunter Pharmaceutical Co. Ltd,,SHE,CNY,Common Stock,CNE100001YZ0,,,,,,,,,,
1919,300437.SZ,Henan Qingshuiyuan Technology CO.Ltd,,SHE,CNY,Common Stock,CNE100001Z09,,,,,,,,,,
1920,300438.SZ,Guangzhou Great Power Energy and Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100001Z17,,,,,,,,,,
1921,300439.SZ,Medicalsystem Biotechnology Co.Ltd,,SHE,CNY,Common Stock,CNE100001Z25,,,,,,,,,,
1922,300440.SZ,Chengdu Yunda Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100001Z33,,,,,,,,,,
1923,300441.SZ,Ningbo BaoSi Energy Equipment Co. Ltd,,SHE,CNY,Common Stock,CNE100001Z41,,,,,,,,,,
1924,300442.SZ,Shanghai Precise Packaging Co. Ltd,,SHE,CNY,Common Stock,CNE100001Z58,,,,,,,,,,
1925,300443.SZ,Jinlei Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100001Z66,,,,,,,,,,
1926,300444.SZ,Beijing SOJO Electric Co. Ltd,,SHE,CNY,Common Stock,CNE100001Z74,,,,,,,,,,
1927,300445.SZ,Beijing ConST Instruments Technology Inc,,SHE,CNY,Common Stock,CNE100001Z82,,,,,,,,,,
1928,300446.SZ,Baoding Lucky Innovative Materials Co.Ltd,,SHE,CNY,Common Stock,CNE100001Z90,,,,,,,,,,
1929,300447.SZ,Nanjing Quanxin Cable Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100001ZB8,,,,,,,,,,
1930,300448.SZ,Haoyun Technologies Co.Ltd,,SHE,CNY,Common Stock,CNE100001ZC6,,,,,,,,,,
1931,300449.SZ,Beijing Hanbang Technology Corp,,SHE,CNY,Common Stock,CNE100001ZD4,,,,,,,,,,
1932,300450.SZ,Wuxi Lead Intelligent Equipment CO.LTD,,SHE,CNY,Common Stock,CNE100001ZF9,,,,,,,,,,
1933,300451.SZ,B-SOFT Co.Ltd,,SHE,CNY,Common Stock,CNE100001ZG7,,,,,,,,,,
1934,300452.SZ,Anhui Sunhere Pharmaceutical Excipients Co.Ltd,,SHE,CNY,Common Stock,CNE100001ZH5,,,,,,,,,,
1935,300453.SZ,Jiangxi Sanxin Medtec Co.Ltd,,SHE,CNY,Common Stock,CNE100001ZJ1,,,,,,,,,,
1936,300454.SZ,Sangfor Technologies Inc,,SHE,CNY,Common Stock,,,,,,,,,,,
1937,300455.SZ,Beijing Ctrowell Technology Corporation Limited,,SHE,CNY,Common Stock,CNE100001ZK9,,,,,,,,,,
1938,300456.SZ,Navtech Inc,,SHE,CNY,Common Stock,CNE100001ZL7,,,,,,,,,,
1939,300457.SZ,Shenzhen Yinghe Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100001ZM5,,,,,,,,,,
1940,300458.SZ,Allwinnertech Technology Co.Ltd,,SHE,CNY,Common Stock,CNE100001ZN3,,,,,,,,,,
1941,300459.SZ,Zhejiang Jinke Culture Industry Co. LTD,,SHE,CNY,Common Stock,CNE100001ZP8,,,,,,,,,,
1942,300460.SZ,Guangdong Failong Crystal Technology Co.LTD,,SHE,CNY,Common Stock,CNE100001ZQ6,,,,,,,,,,
1943,300461.SZ,Tanac Automation Co. Ltd,,SHE,CNY,Common Stock,CNE100001ZR4,,,,,,,,,,
1944,300462.SZ,Shanghai Huaming Intelligent Terminal Equipment Co. Ltd,,SHE,CNY,Common Stock,CNE1000020G5,,,,,,,,,,
1945,300463.SZ,Maccura Biotechnology Co.Ltd,,SHE,CNY,Common Stock,CNE1000020H3,,,,,,,,,,
1946,300464.SZ,Guangdong SACA Precision Manufacturing Co. Ltd,,SHE,CNY,Common Stock,CNE1000020J9,,,,,,,,,,
1947,300465.SZ,Global Infotech Co. Ltd,,SHE,CNY,Common Stock,CNE1000020K7,,,,,,,,,,
1948,300466.SZ,Saimo Technology Co.Ltd,,SHE,CNY,Common Stock,CNE1000021M1,,,,,,,,,,
1949,300467.SZ,Sichuan Xunyou Network Technology Co. Ltd,,SHE,CNY,Common Stock,CNE1000020L5,,,,,,,,,,
1950,300468.SZ,Shenzhen Forms Syntron Information Co. Ltd,,SHE,CNY,Common Stock,CNE1000020M3,,,,,,,,,,
1951,300469.SZ,Trust Alliance Information Development Inc. Ltd. Shanghai,,SHE,CNY,Common Stock,CNE1000020N1,,,,,,,,,,
1952,300470.SZ,Sinoseal Holding Co.Ltd,,SHE,CNY,Common Stock,CNE1000020P6,,,,,,,,,,
1953,300471.SZ,Houpu Clean Energy Co. Ltd,,SHE,CNY,Common Stock,CNE1000020Q4,,,,,,,,,,
1954,300472.SZ,New Universal Science and Technology Co. Ltd,,SHE,CNY,Common Stock,CNE1000020R2,,,,,,,,,,
1955,300473.SZ,Fuxin Dare Automotive Parts Co. Ltd,,SHE,CNY,Common Stock,CNE1000020S0,,,,,,,,,,
1956,300474.SZ,Changsha Jingjia Microelectronics Co. Ltd,,SHE,CNY,Common Stock,CNE100002664,,,,,,,,,,
1957,300475.SZ,Anhui Julong Transmission Technology Co. Ltd,,SHE,CNY,Common Stock,CNE1000020T8,,,,,,,,,,
1958,300476.SZ,Victory Giant Technology (HuiZhou)Co.Ltd,,SHE,CNY,Common Stock,CNE1000020V4,,,,,,,,,,
1959,300477.SZ,Beijing Hezong Science & Technology Co. Ltd,,SHE,CNY,Common Stock,CNE1000020W2,,,,,,,,,,
1960,300478.SZ,Hangzhou Gaoxin Rubber & Plastic Materials Co. Ltd,,SHE,CNY,Common Stock,CNE1000020X0,,,,,,,,,,
1961,300479.SZ,Synthesis Electronic Technology Co. Ltd,,SHE,CNY,Common Stock,CNE1000020Y8,,,,,,,,,,
1962,300480.SZ,GL Tech Co.Ltd,,SHE,CNY,Common Stock,CNE100002151,,,,,,,,,,
1963,300481.SZ,Puyang Huicheng Electronic Material Co. Ltd,,SHE,CNY,Common Stock,CNE1000020Z5,,,,,,,,,,
1964,300482.SZ,Guangzhou Wondfo Biotech Co.Ltd,,SHE,CNY,Common Stock,CNE100002102,,,,,,,,,,
1965,300483.SZ,Sino Prima Gas Technology Co. Ltd,,SHE,CNY,Common Stock,CNE1000021G3,,,,,,,,,,
1966,300484.SZ,Shenzhen V&T Technologies Co. Ltd,,SHE,CNY,Common Stock,CNE100002672,,,,,,,,,,
1967,300485.SZ,Beijing Science Sun Pharmaceutical Co. Ltd,,SHE,CNY,Common Stock,CNE100002110,,,,,,,,,,
1968,300486.SZ,OMH SCIENCE Group Co. Ltd,,SHE,CNY,Common Stock,CNE100002128,,,,,,,,,,
1969,300487.SZ,Sunresin New Materials Co. Ltd,,SHE,CNY,Common Stock,CNE100002136,,,,,,,,,,
1970,300488.SZ,EST Tools Co. Ltd,,SHE,CNY,Common Stock,CNE100002169,,,,,,,,,,
1971,300489.SZ,Harbin ZhongFei New Technology CO.LTD,,SHE,CNY,Common Stock,CNE100002144,,,,,,,,,,
1972,300490.SZ,HNAC Technology Co. Ltd,,SHE,CNY,Common Stock,CNE1000024T0,,,,,,,,,,
1973,300491.SZ,Shijiazhuang Tonhe Electronics Technologies Co.Ltd,,SHE,CNY,Common Stock,CNE1000024V6,,,,,,,,,,
1974,300492.SZ,Huatu Cendes Co. Ltd,,SHE,CNY,Common Stock,CNE1000024W4,,,,,,,,,,
1975,300493.SZ,Shanghai Fortune Techgroup Co. Ltd,,SHE,CNY,Common Stock,CNE1000021F5,,,,,,,,,,
1976,300494.SZ,Hubei Century Network Technology Inc,,SHE,CNY,Common Stock,CNE1000024X2,,,,,,,,,,
1977,300495.SZ,Misho Ecology & Landscape Co.Ltd,,SHE,CNY,Common Stock,CNE1000024Y0,,,,,,,,,,
1978,300496.SZ,Thunder Software Technology Co.Ltd,,SHE,CNY,Common Stock,CNE1000021D0,,,,,,,,,,
1979,300497.SZ,Jiangxi Fushine Pharmaceutical Co. Ltd,,SHE,CNY,Common Stock,CNE1000024Z7,,,,,,,,,,
1980,300498.SZ,Wens Foodstuff Group Co. Ltd,,SHE,CNY,Common Stock,CNE100002508,,,,,,,,,,
1981,300499.SZ,Guangzhou Goaland Energy Conservation Tech. Co. Ltd,,SHE,CNY,Common Stock,CNE1000025Y7,,,,,,,,,,
1982,300500.SZ,Tus-Design Group Co. Ltd,,SHE,CNY,Common Stock,CNE1000025Z4,,,,,,,,,,
1983,300501.SZ,Shanghai Haishun New Pharmaceutical Packaging Co.Ltd,,SHE,CNY,Common Stock,CNE100002607,,,,,,,,,,
1984,300502.SZ,Eoptolink Technology Inc. Ltd,,SHE,CNY,Common Stock,CNE100002615,,,,,,,,,,
1985,300503.SZ,Guangzhou Haozhi Industrial Co.Ltd,,SHE,CNY,Common Stock,CNE100002680,,,,,,,,,,
1986,300504.SZ,Sichuan Tianyi Comheart Telecom Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1987,300505.SZ,Kunming Chuan Jin Nuo Chemical Co. Ltd,,SHE,CNY,Common Stock,CNE100002698,,,,,,,,,,
1988,300506.SZ,Shenzhen Minkave Technology Co. Ltd,,SHE,CNY,Common Stock,CNE1000026B3,,,,,,,,,,
1989,300507.SZ,Jiangsu Olive Sensors High-Tech Co. Ltd,,SHE,CNY,Common Stock,CNE1000026W9,,,,,,,,,,
1990,300508.SZ,Shanghai Weihong Electronic Technology Co. Ltd,,SHE,CNY,Common Stock,CNE1000026X7,,,,,,,,,,
1991,300509.SZ,Jiangsu Newamstar Packaging Machinery Co.Ltd,,SHE,CNY,Common Stock,CNE1000026Y5,,,,,,,,,,
1992,300510.SZ,Jilin Jinguan Electric Co. Ltd,,SHE,CNY,Common Stock,CNE1000026Z2,,,,,,,,,,
1993,300511.SZ,Shanghai Xuerong Biotechnology Co. Ltd,,SHE,CNY,Common Stock,CNE100002706,,,,,,,,,,
1994,300512.SZ,Hangzhou Zhongya Machinery Co. Ltd,,SHE,CNY,Common Stock,CNE1000027N6,,,,,,,,,,
1995,300513.SZ,Beijing E-Techstar Co.Ltd,,SHE,CNY,Common Stock,CNE1000027P1,,,,,,,,,,
1996,300514.SZ,Shenzhen Friendcom Technology Development Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
1997,300515.SZ,Hunan Sundy Science and Technology Co. Ltd,,SHE,CNY,Common Stock,CNE1000027Q9,,,,,,,,,,
1998,300516.SZ,Hubei Jiuzhiyang Infrared System Co. Ltd,,SHE,CNY,Common Stock,CNE1000027R7,,,,,,,,,,
1999,300517.SZ,Haibo Heavy Engineering Science and Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100002805,,,,,,,,,,
2000,300518.SZ,Shen Zhen Shengxunda Technology Co.Ltd,,SHE,CNY,Common Stock,CNE1000027S5,,,,,,,,,,
2001,300519.SZ,Zhejiang Xinguang Pharmaceutical Co. Ltd,,SHE,CNY,Common Stock,CNE1000027T3,,,,,,,,,,
2002,300520.SZ,GuoChuang Software Co.Ltd,,SHE,CNY,Common Stock,CNE1000027V9,,,,,,,,,,
2003,300521.SZ,AMSKY Technology Co. Ltd,,SHE,CNY,Common Stock,CNE1000027W7,,,,,,,,,,
2004,300522.SZ,Suzhou Sunmun Technology Co. Ltd,,SHE,CNY,Common Stock,CNE1000027X5,,,,,,,,,,
2005,300523.SZ,Beijing Global Safety Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100002813,,,,,,,,,,
2006,300525.SZ,Fujian Boss Software Corp,,SHE,CNY,Common Stock,CNE100002CG4,,,,,,,,,,
2007,300526.SZ,China Dive Company Limited,,SHE,CNY,Common Stock,CNE100002987,,,,,,,,,,
2008,300527.SZ,China Harzone Industry Corp. Ltd,,SHE,CNY,Common Stock,CNE100002CH2,,,,,,,,,,
2009,300528.SZ,Omnijoi Media Corporation,,SHE,CNY,Common Stock,CNE100002CJ8,,,,,,,,,,
2010,300529.SZ,Jafron Biomedical Co.Ltd,,SHE,CNY,Common Stock,CNE100002995,,,,,,,,,,
2011,300530.SZ,Guangdong DaZhi Environmental Protection Technology Incorporated Company,,SHE,CNY,Common Stock,CNE100002CK6,,,,,,,,,,
2012,300531.SZ,Urovo Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100002CL4,,,,,,,,,,
2013,300532.SZ,New Trend International Logis-Tech Co.Ltd,,SHE,CNY,Common Stock,CNE100002CM2,,,,,,,,,,
2014,300533.SZ,Shenzhen Bingchuan Network Co.Ltd,,SHE,CNY,Common Stock,CNE100002CN0,,,,,,,,,,
2015,300534.SZ,Gansu Longshenrongfa Pharmaceutical Industry Co.Ltd,,SHE,CNY,Common Stock,CNE100002CP5,,,,,,,,,,
2016,300535.SZ,Sichuan Dowell Science and Technology Inc,,SHE,CNY,Common Stock,CNE100002CQ3,,,,,,,,,,
2017,300536.SZ,Wuhan Nusun Landscape Co. Ltd,,SHE,CNY,Common Stock,CNE100002CR1,,,,,,,,,,
2018,300537.SZ,Jiangsu Kuangshun Photosensitivity New-Material Stock Co. Ltd,,SHE,CNY,Common Stock,CNE100002CS9,,,,,,,,,,
2019,300538.SZ,Shenzhen Tongyi Industry Co. Ltd,,SHE,CNY,Common Stock,CNE100002CT7,,,,,,,,,,
2020,300539.SZ,Ningbo Henghe Precision Industry Co.Ltd,,SHE,CNY,Common Stock,CNE100002CV3,,,,,,,,,,
2021,300540.SZ,Chengdu Shenleng Liquefaction Plant Co. Ltd,,SHE,CNY,Common Stock,CNE100002CW1,,,,,,,,,,
2022,300541.SZ,Beijing Advanced Digital Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100002CX9,,,,,,,,,,
2023,300542.SZ,Brilliance Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100002CY7,,,,,,,,,,
2024,300543.SZ,Shenzhen Longood Intelligent Electric Co.LTD,,SHE,CNY,Common Stock,CNE100002CZ4,,,,,,,,,,
2025,300545.SZ,Shenzhen Liande Automation Equipment co.ltd,,SHE,CNY,Common Stock,CNE100002D04,,,,,,,,,,
2026,300546.SZ,Shenzhen Emperor Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100002D12,,,,,,,,,,
2027,300547.SZ,Sichuan Chuanhuan Technology Co.Ltd,,SHE,CNY,Common Stock,CNE100002D20,,,,,,,,,,
2028,300548.SZ,Broadex Technologies Co. Ltd,,SHE,CNY,Common Stock,CNE100002D38,,,,,,,,,,
2029,300549.SZ,Jouder Precision Industry (Kunshan) Co. Ltd,,SHE,CNY,Common Stock,CNE100002D46,,,,,,,,,,
2030,300550.SZ,Heren Health Co. Ltd,,SHE,CNY,Common Stock,CNE100002D53,,,,,,,,,,
2031,300551.SZ,Shanghai Guao Electronic Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100002D61,,,,,,,,,,
2032,300552.SZ,Beijing Wanji Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100002D79,,,,,,,,,,
2033,300553.SZ,Hangzhou Jizhi Mechatronic Co. Ltd,,SHE,CNY,Common Stock,CNE100002D87,,,,,,,,,,
2034,300554.SZ,Nanjing Sanchao Advanced Materials Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2035,300555.SZ,Lootom Telcovideo Network (wuxi) Co. Ltd,,SHE,CNY,Common Stock,CNE100002D95,,,,,,,,,,
2036,300556.SZ,Silkroad Visual Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100002DB3,,,,,,,,,,
2037,300557.SZ,Wuhan Ligong Guangke Co. Ltd,,SHE,CNY,Common Stock,CNE100002DC1,,,,,,,,,,
2038,300558.SZ,Betta Pharmaceuticals Co. Ltd,,SHE,CNY,Common Stock,CNE100002DD9,,,,,,,,,,
2039,300559.SZ,Chengdu Jiafaantai Education Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100002DF4,,,,,,,,,,
2040,300560.SZ,Zhong Fu Tong Group Co. Ltd,,SHE,CNY,Common Stock,CNE100002DG2,,,,,,,,,,
2041,300561.SZ,SGSG Science&Technology Co. Ltd. Zhuhai,,SHE,CNY,Common Stock,CNE100002DH0,,,,,,,,,,
2042,300562.SZ,Guangdong Transtek Medical Electronics Co. Ltd,,SHE,CNY,Common Stock,CNE100002DJ6,,,,,,,,,,
2043,300563.SZ,Shenyu Communication Technology Inc,,SHE,CNY,Common Stock,CNE100002DK4,,,,,,,,,,
2044,300564.SZ,Zhubo Design Co. Ltd,,SHE,CNY,Common Stock,,,,,,,,,,,
2045,300565.SZ,Shenzhen Kexin Communication Technologies Co.Ltd,,SHE,CNY,Common Stock,CNE100002DL2,,,,,,,,,,
2046,300566.SZ,Ningbo Exciton Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100002DM0,,,,,,,,,,
2047,300567.SZ,Wuhan Jingce Electronic Group Co. Ltd,,SHE,CNY,Common Stock,CNE100002DN8,,,,,,,,,,
2048,300568.SZ,Shenzhen Senior Technology Material Co. Ltd,,SHE,CNY,Common Stock,CNE100002DP3,,,,,,,,,,
2049,300569.SZ,Qingdao Tianneng Heavy Industries Co.Ltd,,SHE,CNY,Common Stock,CNE100002DQ1,,,,,,,,,,
2050,300570.SZ,T&S Communications Co.Ltd,,SHE,CNY,Common Stock,CNE100002DR9,,,,,,,,,,
2051,300571.SZ,Hangzhou Anysoft Information Technology Co. Ltd,,SHE,CNY,Common Stock,CNE100002DS7,,,,,,,,,,
2052,300572.SZ,Shenzhen Anche Technologies Co. Ltd,,SHE,CNY,Common Stock,CNE100002DT5,,,,,,,,,,
2053,300573.SZ,Shenyang Xingqi Pharmaceutical Co. Ltd,,SHE,CNY,Common Stock,CNE100002DV1,,,,,,,,,,
2054,300575.SZ,Jiangsu Flag Chemical Industry Co. Ltd,,SHE,CNY,Common Stock,CNE100002DW9,,,,,,,,,,
